콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,SNS공유수,인기점수,등록일시_1,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000021047,음식점,커피코알라,국문,커피코알라,,제주특별자치도 제주시 연동 1400-2,제주특별자치도 제주시 과원북4길 71,33.48121,126.48916,y,,blog.naver.com/cym76,758,,0,0,0,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-15,anonymous,2022-03-20,0,1516,9142979,63138,n,2016-12-15,2016-12-15,2016-12-15,2016-12-15,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022501,테마여행,(일특)소중한 나를 위한 선물 <제주로 럭셔리 스파 여행 떠나기>,국문,(일특)소중한 나를 위한 선물 <제주로 럭셔리 스파 여행 떠나기>,,,,0,0,y,,,8201,,1,0,0,0,0,y,y,n,y,y,,y,y,y,y,m,y,y,y,y,y,y,y,,,,anonymous,2017-08-17,anonymous,2022-03-21,0,16405,,,n,2017-08-17,2017-08-17,2017-08-17,2017-08-17,n,n,n,n,,,y,,y,,y,,y,,2019-02-18,,2019-02-18,,n
CNTS_000000000020966,관광지,굴동포구,국문,굴동포구,,제주특별자치도 제주시 구좌읍 하도리,제주특별자치도 제주시 구좌읍 해맞이해안로,33.514984,126.88177,y,,,1813,,0,0,0,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-14,anonymous,2022-03-22,1,3626,,63363,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000009139,숙박,스테이 협재10길 ,국문,,,제주특별자치도 제주시 한림읍 협재리 1506-1 스테이 협재10길,제주특별자치도 제주시 한림읍 협재10길 3 (협재리) 스테이 협재10길,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2019-08-21,anonymous,2019-08-21,0,,,-,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000500043,관광지,"걸서악(서걸세,걸세오름)",국문,"걸서악(서걸세,걸세오름)",,제주특별자치도 서귀포시 남원읍 하례리 산 127-1,제주특별자치도 서귀포시 남원읍 하례로381번길 23,33.3420367,126.5884214,y,,,1153,,0,0,0,0,0,y,y,n,y,y,2019-10-08,y,y,y,y,y,y,n,n,n,y,y,y,2019-10-08,2019-10-08,2019-10-08,anonymous,2016-05-30,anonymous,2022-02-14,0,2306,,63613,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-10-08,,2019-10-08,,y,
CNTS_000000000021263,음식점,블리케이크,국문,블리케이크,,제주특별자치도 제주시 아라2동 3002-12,제주특별자치도 제주시 신설로6길 8 1층,33.476097,126.5543,y,5,,1751,,0,2,6,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-23,anonymous,2022-03-22,0,3512,8917160,63227,n,2016-12-23,2016-12-23,2016-12-23,2016-12-23,y,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000021462,관광지,비자림로(드라이브코스),국문,비자림로(드라이브코스),,제주특별자치도 제주시 구좌읍 송당리,,33.45765,126.77281,y,5,,3486,,4,6,96,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-27,anonymous,2022-03-22,1,6989,,,n,2016-12-27,2016-12-27,2016-12-27,2016-12-27,n,n,n,n,13,,,,,,,,,,,,,,
CNTS_000000000021084,숙박,도시락게스트하우스,국문,도시락게스트하우스,,제주특별자치도 서귀포시 성산읍 성산리 196-2,제주특별자치도 서귀포시 성산읍 성산중앙로 48,33.463905,126.93419,y,5,,1234,,0,1,0,0,0,y,y,y,y,y,2019-06-24,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-18,anonymous,2022-03-22,0,2473,,63643,n,2016-12-18,2016-12-18,2016-12-18,2016-12-18,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020836,음식점,달마야해물탕,국문,달마야해물탕,,제주특별자치도 제주시 조천읍 함덕리 1274,제주특별자치도 제주시 조천읍 신북로 535-1,33.5416852,126.6671558,y,3,,1451,,0,1,7,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-05,anonymous,2022-03-22,0,2907,,63268,n,2016-12-05,2016-12-05,2016-12-05,2016-12-05,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020850,숙박,호텔섬오름,국문,호텔섬오름,,제주특별자치도 서귀포시 법환동 1513,제주특별자치도 서귀포시 막숙포로 114,33.232906,126.51082,y,4,,2476,,1,2,3,0,0,y,y,n,y,y,2019-06-25,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-12-06,anonymous,2022-03-22,0,4965,6104672,63573,n,2016-12-06,2016-12-06,2016-12-06,2016-12-06,n,n,n,n,1,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000020935,관광지,동일리포구,국문,동일리포구,,제주특별자치도 서귀포시 대정읍 동일리,제주특별자치도 서귀포시 대정읍 동일리,33.225437,126.24133,y,5,,1993,,0,1,2,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-13,anonymous,2022-03-22,0,3991,,,n,2016-12-13,2016-12-13,2016-12-13,2016-12-13,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000018363,음식점,우수미회센타,국문,우수미회센타,,제주특별자치도 제주시 연동 1533-3,제주특별자치도 제주시 연화로2길 24-1,33.4772855,126.4899617,y,4,,2264,,0,4,1,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,0,4548,,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000022691,관광지,오라동 청보리-메밀꽃밭,국문,오라동 청보리-메밀꽃밭,,제주특별자치도 제주시 오라2동 산 76,제주특별자치도 제주시 오라2동 산 76,33.426865,126.505775,y,5,,42058,,19,36,446,0,1,y,y,y,y,y,2019-08-05,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-05,2019-08-05,2018-10-02,anonymous,2017-10-31,anonymous,2022-03-22,84,84353,,,n,2017-10-31,2018-08-20,2018-08-22,2018-08-22,y,y,y,y,87,y,,y,,y,,y,,2019-08-05,,2019-08-05,,y,
CNTS_000000000018310,음식점,아서원,국문,아서원,,제주특별자치도 서귀포시 하효동 629-2,서귀포시 일주동로 8143,33.260357,126.61733,y,5,,1171,,0,1,9,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,0,2347,2391011,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000022869,관광지,큰넓궤,국문,큰넓궤,,제주특별자치도 서귀포시 안덕면 동광리 90 일대,제주특별자치도 서귀포시 안덕면 동광리 90 일대,33.31075,126.357635,y,5,,1956,,1,3,3,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-28,anonymous,2022-03-22,0,3930,,,n,2018-03-28,2018-03-28,2018-03-28,2018-03-28,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000018293,관광지,제주항 국제크루즈터미널,국문,제주항 국제크루즈터미널,,제주특별자치도 제주시 건입동 908-18,제주특별자치도 제주시 임항로 191,33.526657,126.54367,y,5,,958,,0,1,3,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,0,1916,,63280,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,n,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000018392,음식점,꿈꾸는 흰당나귀,국문,꿈꾸는 흰당나귀,,제주특별자치도 제주시 이도2동 1765-3,제주특별자치도 제주시 이도2동 1765-3,33.49793,126.529305,y,5,,1536,,0,8,17,0,1,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-07,anonymous,2022-03-22,1,3112,9073093,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,9,,,,,,,,,,,,,,
CNTS_000000000022822,음식점,갓포하루,국문,갓포하루,,제주특별자치도 서귀포시 중문동 2015-1,제주특별자치도 서귀포시 중문상로 46 1층,33.252346,126.42603,y,5,,11241,,13,6,41,0,0,y,y,n,y,y,2018-10-30,y,y,y,y,y,y,y,y,y,y,y,y,2018-10-30,2018-10-30,2018-10-30,anonymous,2018-03-16,anonymous,2022-03-22,18,22551,,63545,n,2018-03-16,2018-10-30,2018-10-30,2018-10-30,y,y,y,y,14,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000022805,관광지,제주해양동물박물관,국문,제주해양동물박물관,,제주특별자치도 서귀포시 성산읍 수산리 3233,제주특별자치도 서귀포시 성산읍 서성일로 689-21,33.42965,126.855606,y,5,www.instagram.com/jejumarineam,22006,,14,15,80,0,2,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-02-13,anonymous,2022-03-22,14,44129,,63631,n,2018-02-13,2018-02-13,2018-02-13,2018-02-13,y,n,n,n,15,,,,,,,,,,,,,,
CNTS_000000000022844,관광지,박성내,국문,박성내,,제주특별자치도 제주시 아라2동 1370-6,제주특별자치도 제주시 기자길 5,33.4849094,126.5439165,y,5,,1282,,1,1,1,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-27,anonymous,2022-03-22,1,2572,,,n,2018-03-27,2018-03-27,2018-03-27,2018-03-27,y,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000001169,음식점,남경미락,국문,남경미락,,제주특별자치도 서귀포시 안덕면 사계남로 190-7,제주특별자치도 서귀포시 안덕면 사계남로 190-7,33.230217,126.30895,y,5,,3377,,1,4,10,0,0,y,y,y,y,y,2018-05-10,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2022-03-22,5,6777,,,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020910,음식점,달잠키친,국문,달잠키친,,제주특별자치도 제주시 조천읍 함덕리 286-8,제주특별자치도 제주시 조천읍 신북로 601,33.5400927,126.6737661,y,4,,3282,,0,2,22,0,0,y,y,n,y,y,2019-04-12,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-12,anonymous,2022-03-22,1,6574,,63361,n,2016-12-12,2016-12-12,2016-12-12,2016-12-12,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000018958,음식점,산호사 해녀의집,국문,산호사 해녀의집,,제주특별자치도 제주시 우도면 연평리 2565,제주특별자치도 제주시 우도면 연평리 2565,33.501892,126.94387,y,5,,1372,,0,1,6,0,0,y,y,y,y,y,2018-06-12,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-17,anonymous,2022-03-22,1,2749,,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000021064,관광지,김녕해안도로,국문,김녕해안도로,,제주특별자치도 제주시 구좌읍 김녕리,제주특별자치도 제주시 구좌읍 김녕리,33.55654,126.7603,y,5,,4338,,3,5,102,0,0,y,y,y,y,y,2019-08-22,y,y,y,y,m,m,y,y,y,y,y,y,2019-09-17,,,anonymous,2016-12-17,anonymous,2022-03-22,0,8710,,,n,2016-12-17,2019-09-17,2016-12-17,2016-12-17,y,y,n,n,13,,,,,,,,,,,,,,
CNTS_000000000021519,쇼핑,세화해녀민속오일시장,국문,세화해녀민속오일시장,,제주특별자치도 제주시 구좌읍 세화리,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,33.526073,126.85757,y,5,,9421,,2,1,11,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-29,anonymous,2022-03-22,7,18853,,63361,n,2016-12-29,2016-12-29,2016-12-29,2016-12-29,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000022043,음식점,아이스크림연구소(우도점),국문,아이스크림연구소(우도점),,제주시 우도면 우도봉길 47,제주시 우도면 우도봉길 47,33.493546,126.95972,y,5,https://www.instagram.com/ice_cream_laboratoy/,1076,,2,3,4,0,1,y,y,y,y,y,2018-12-11,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-06-30,anonymous,2022-03-22,4,2173,13006789,,n,2017-06-30,2017-06-30,2017-06-30,2017-06-30,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020980,관광지,송당승마장,국문,송당승마장,,제주특별자치도 제주시 구좌읍 송당리 산 126,제주특별자치도 제주시 구좌읍 번영로 2015,33.43554,126.741356,y,3,,13838,,1,3,22,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-14,anonymous,2022-03-22,10,27694,,63355,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000021098,음식점,티나케이크,국문,티나케이크,,제주특별자치도 서귀포시 서귀동 323-3,제주특별자치도 서귀포시 서문로 61,33.247944,126.55698,y,5,http://instagram.com/tinacake,1562,,1,3,13,0,0,y,y,y,y,y,2018-12-12,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-18,anonymous,2022-03-22,1,3142,,63592,n,2016-12-18,2016-12-18,2016-12-18,2016-12-18,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020808,음식점,덕성원,국문,덕성원,,제주특별자치도 서귀포시 서귀동 474,제주특별자치도 서귀포시 태평로401번길 4,33.2449505,126.5635161,y,5,,9273,,2,2,50,0,0,y,y,y,y,y,2018-12-19,y,y,y,y,y,y,y,y,y,y,y,y,2018-12-19,2018-12-19,2018-12-19,anonymous,2016-12-01,anonymous,2022-03-22,10,18562,9114100,63595,n,2016-12-01,2018-11-01,2018-11-01,2018-11-01,y,y,y,y,4,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_200000000006491,관광지,관광지명,국문,,,제주특별자치도 제주시 연동 313-105 undefined,"제주특별자치도 제주시 선덕로 23 (연동, 제주웰컴센터) undefined",,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-16,anonymous,2018-06-05,0,,,785-690,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000001054,음식점,서귀포흑돈,국문,서귀포흑돈,,제주특별자치도 서귀포시 토평동 551-2,제주특별자치도 서귀포시 칠십리로 278,33.24794,126.582184,y,5,,2212,,0,1,7,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-17,anonymous,2022-03-22,0,4429,,63599,n,2016-08-17,2016-08-17,2016-08-17,2016-08-17,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020149,음식점,흑소랑,국문,흑소랑,,제주특별자치도 제주시 아라2동 3007-2,제주특별자치도 제주시 연북로 631,33.4909315,126.5451156,y,3,,3008,,3,3,12,0,0,y,y,y,y,y,2018-11-30,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-10,anonymous,2022-03-22,7,6040,,,n,2016-11-10,2016-11-10,2016-11-10,2016-11-10,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020853,음식점,맛나식당,국문,맛나식당,,제주특별자치도 서귀포시 성산읍 고성리 316-1,제주특별자치도 서귀포시 성산읍 동류암로 43,33.44859,126.91591,y,4,,12900,,5,12,134,0,0,y,y,y,y,y,2019-03-21,y,y,y,y,y,y,y,y,y,y,y,y,2018-11-02,2018-11-06,2018-11-02,anonymous,2016-12-06,anonymous,2022-03-22,3,25875,9208008,63640,n,2016-12-06,2018-11-02,2018-11-02,2018-11-02,y,y,y,y,9,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000020375,숙박,고양이정원,국문,고양이정원,,제주특별자치도 제주시 구좌읍 월정리 696-1,제주특별자치도 제주시 구좌읍 월정중길 28,33.557507,126.79248,y,4,,1966,,0,2,5,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,3942,,63358,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020670,음식점,돈이랑,국문,돈이랑,,제주특별자치도 서귀포시 색달동 2182,제주특별자치도 서귀포시 일주서로 953,33.257732,126.40872,y,4,,2140,,1,2,14,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2022-03-22,0,4293,9185631,63534,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_200000000008473,음식점,노리터스낵 ,국문,,,제주특별자치도 제주시 애월읍 하가리 1335-5 ,제주특별자치도 제주시 애월읍 고하상로 102 (하가리) ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2019-03-23,anonymous,2019-03-23,0,,,-,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000008491,테마여행,박항서 감독도 반하고 갈 <제주 베트남 음식점>,국문,박항서 감독도 반하고 갈 <제주 베트남 음식점>,,,,,,y,0,,8308,,0,0,0,0,0,y,y,y,y,y,2019-03-27,y,y,y,m,m,m,y,y,y,y,y,y,,,,akak,2019-03-25,akak,2022-03-17,0,16616,,,n,2019-03-25,2019-03-29,2019-03-29,2019-03-29,y,y,y,y,0,y,y,m,m,y,y,y,y,,,2019-03-29,2019-03-29,y,y
CNTS_200000000012454,관광지,제주중앙성당,국문,제주중앙성당,,제주특별자치도 제주시 삼도이동 114,제주특별자치도 제주시 관덕로8길 14,33.5116197,126.5231558,y,0,,251,,0,0,0,0,0,y,y,y,y,y,2021-12-10,,,,m,m,m,,,,,,,,,,jto0900045,2021-12-10,jto0900045,2022-03-22,0,502,,,n,2021-12-10,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000020905,음식점,나나이로 아코제주,국문,나나이로 아코제주,,제주특별자치도 제주시 구좌읍 세화리 1397-5,제주특별자치도 제주시 구좌읍 구좌로 75-1,33.5215,126.85887,y,4,,2071,,0,2,6,0,0,y,y,y,y,y,2018-12-11,y,y,y,m,y,m,y,y,y,y,y,y,,2018-11-30,,anonymous,2016-12-12,anonymous,2022-03-22,0,4152,,63361,n,2016-12-12,2016-12-12,2018-11-30,2016-12-12,y,n,y,n,1,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000020608,음식점,김이박,국문,김이박,,제주특별자치도 제주시 아라1동 6106-8,제주특별자치도 제주시 인다9길 20,33.47534,126.54735,y,3,,1498,,0,1,1,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2022-03-22,0,3001,,63247,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020677,음식점,덕구상회,국문,덕구상회,,제주특별자치도 서귀포시 대정읍 상모리 3319,제주특별자치도 서귀포시 대정읍 상모대서로66번길 9,33.227634,126.25852,y,3,,1178,,1,1,6,0,0,y,y,n,y,y,2019-03-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2022-03-22,0,2364,,63510,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,2,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020337,음식점,이어도전복해물전문점,국문,이어도전복해물전문점,,제주특별자치도 서귀포시 동홍동 393-9,제주특별자치도 서귀포시 태평로 485 (동홍동),33.24901,126.570335,y,5,,2673,,1,1,12,0,0,y,y,y,y,y,2019-10-28,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-28,2019-10-28,2019-10-28,anonymous,2016-11-18,anonymous,2022-03-22,1,5354,,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,y,y,y,1,y,,y,,y,,y,,2019-10-28,,2019-10-28,,y,
CNTS_000000000020813,음식점,삼대국수회관,국문,삼대국수회관,,제주특별자치도 제주시 일도이동 1045-12,제주특별자치도 제주시 삼성로 41,33.5068926,126.5301142,y,5,,3303,,2,3,32,0,0,y,y,y,y,y,2019-07-23,y,y,y,m,m,y,y,y,y,y,y,y,,,2019-07-23,anonymous,2016-12-01,anonymous,2022-03-22,0,6627,5561590,,n,2016-12-01,2016-12-01,2016-12-01,2016-12-01,y,n,n,n,8,,,,,,,,,,,,,,
CNTS_000000000021842,숙박,Oh! 세화! (오세화게스트하우스),국문,Oh! 세화! (오세화게스트하우스),,제주특별자치도 제주시 구좌읍 세화리 887,제주특별자치도 제주시 구좌읍 세송로 8-11,33.51694,126.85955,y,5,,5984,,0,1,6,0,0,y,y,y,y,y,2020-01-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-03-14,anonymous,2022-03-22,6,11973,,63361,n,2017-03-14,2017-03-14,2017-03-14,2017-03-14,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021635,관광지,삼양해안도로,국문,삼양해안도로,,제주특별자치도 제주시 삼양2동,제주특별자치도 제주시 삼양2동,33.52099,126.58382,y,5,,2309,,1,1,23,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-01-02,anonymous,2022-03-22,1,4626,,,n,2017-01-02,2017-01-02,2017-01-02,2017-01-02,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000022223,음식점,레드팬더,국문,레드팬더,,제주특별자치도 제주시 연동 274-33,제주특별자치도 제주시 신대로18길 51,33.4846103,126.4910386,y,5,https://www.instagram.com/redpandajeju/,4527,,6,7,8,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-07-27,anonymous,2022-03-22,1,9107,9292221,,n,2017-07-27,2017-07-27,2017-07-27,2017-07-27,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021189,음식점,제원분식,국문,제원분식,,제주특별자치도 제주시 연동 261-18,제주특별자치도 제주시 신광로6길 2,33.48804,126.489655,y,5,,842,,0,1,4,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-22,anonymous,2022-03-22,0,1689,,63129,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000022881,관광지,진아영 할머니 집터,국문,진아영 할머니 집터,,제주특별자치도 제주시 한림읍 월령리 381,제주특별자치도 제주시 한림읍 월령1길 22,33.376026,126.21468,y,5,,4647,,3,5,1,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-28,anonymous,2022-03-22,5,9328,,63010,n,2018-03-28,2018-03-28,2018-03-28,2018-03-28,y,n,n,n,12,,,,,,,,,,,,,,
CNTS_000000000020153,숙박,봉쟈 게스트하우스,국문,봉쟈 게스트하우스,,제주특별자치도 제주시 화북1동 1547,제주특별자치도 제주시 진동로 81,33.52586,126.56844,y,4,,3986,,0,2,7,0,0,y,y,y,y,y,2019-06-26,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-11-10,anonymous,2022-03-22,0,7982,,63287,n,2016-11-10,2016-11-10,2016-11-10,2016-11-10,y,n,n,n,4,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000001043,음식점,흑돈가,국문,흑돈가,,제주특별자치도 제주시 노형동 3811,제주특별자치도 제주시 한라대학로 11,33.48003,126.473595,y,5,,8283,,1,7,110,0,0,y,y,y,y,y,2018-11-05,y,y,y,y,y,y,y,y,y,y,y,y,2018-11-05,2018-12-03,2018-11-07,anonymous,2016-08-17,anonymous,2022-03-22,2,16604,3612193,,n,2016-08-17,2018-11-05,2018-11-05,2018-11-05,y,y,y,y,8,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000020600,음식점,모닝힐카페,국문,모닝힐카페,,제주특별자치도 서귀포시 안덕면 사계리 390-6,,33.499622,126.53119,y,3,,513,,0,1,1,0,0,y,y,n,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2022-03-22,0,1026,9418261,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020371,관광지,하예포구(예래포구),국문,하예포구(예래포구),,제주특별자치도 서귀포시 하예동,제주특별자치도 서귀포시 하예동,33.23357,126.374916,y,4,,2913,,1,2,2,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,5839,,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000018919,숙박,볼레낭펜션,국문,볼레낭펜션,,제주특별자치도 제주시 우도면 연평리 741,제주특별자치도 제주시 우도면 우도해안길 744,33.51853,126.960144,y,5,,896,,0,1,1,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-17,anonymous,2022-03-22,0,1797,,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000021451,관광지,월라봉,국문,월라봉,,제주특별자치도 서귀포시 안덕면 감산리,제주특별자치도 서귀포시 안덕면 감산리,33.248497,126.35095,y,5,,1341,,0,3,4,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-27,anonymous,2022-03-22,1,2697,,,n,2016-12-27,2016-12-27,2016-12-27,2016-12-27,n,n,n,n,8,,,,,,,,,,,,,,
CNTS_000000000022852,관광지,곤흘동(곤을동) 마을터,국문,곤흘동(곤을동) 마을터,,제주특별자치도 제주시 화북1동 4438,제주특별자치도 제주시 화북1동 4438,33.521984,126.55739,y,5,,2260,,1,1,0,0,0,y,y,y,y,y,2018-06-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-27,anonymous,2022-03-22,1,4528,,,n,2018-03-27,2018-03-27,2018-03-27,2018-03-27,n,n,n,n,2,,,,,,,,,,,,,,
